City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Pisco,PE,2021-12-20 22:10:01,-13.7,-76.2167,71.65,73,20,12.66
292,Axim,GH,2021-12-20 22:10:01,4.8699,-2.2405,79.79,78,71,8.57
293,Padang,ID,2021-12-20 22:10:02,-0.9492,100.3543,73.45,84,47,3.96
294,Ostrovnoy,RU,2021-12-20 22:10:05,68.0531,39.5131,22.35,85,100,21.39
295,Port Elizabeth,ZA,2021-12-20 22:10:05,-33.918,25.5701,70.11,85,73,15.01
296,San Pablo,PH,2021-12-20 22:10:06,14.0669,121.3258,75.92,95,25,3.36
297,Muli,MV,2021-12-20 22:10:06,2.9167,73.5667,80.92,80,89,8.9
298,Nawa,IN,2021-12-20 22:10:06,27.0167,75.0,51.96,20,0,3.44
299,Cacule,BR,2021-12-20 22:10:07,-14.5033,-42.2222,69.85,96,21,4.5
300,Havoysund,NO,2021-12-20 22:10:08,70.9963,24.6622,23.88,82,91,7.45
301,Duartina,BR,2021-12-20 22:10:09,-22.4144,-49.4039,80.04,49,45,2.73
302,Makat,KZ,2021-12-20 22:10:09,47.6469,53.3463,37.26,91,100,12.41
303,Prince Rupert,CA,2021-12-20 22:05:55,54.3161,-130.3201,30.02,51,12,2.3
304,Dharchula,IN,2021-12-20 22:10:11,29.85,80.5333,43.83,33,0,7.94
305,Goryachiy Klyuch,RU,2021-12-20 22:10:12,44.6308,39.13,35.44,98,100,4.25
306,Niigata,JP,2021-12-20 22:10:12,37.9022,139.0236,44.55,81,75,12.66
307,Port Alfred,ZA,2021-12-20 22:10:13,-33.5906,26.891,69.46,90,53,19.19
308,Thinadhoo,MV,2021-12-20 22:10:13,0.5333,72.9333,80.37,81,100,4.97
309,San Jose,US,2021-12-20 22:06:54,37.3394,-121.895,58.53,62,90,8.05
310,Lompoc,US,2021-12-20 22:11:14,34.6391,-120.4579,60.57,67,100,8.99
311,Culfa,AZ,2021-12-20 22:11:14,38.9558,45.6308,44.47,75,100,3.13
312,Pozo Colorado,PY,2021-12-20 22:11:15,-23.4923,-58.7972,99.14,22,19,8.41
313,Tabou,CI,2021-12-20 22:11:16,4.423,-7.3528,80.6,80,46,9.06
314,Asfi,MA,2021-12-20 22:11:16,32.2994,-9.2372,64.17,80,96,7.23
315,Acapulco,MX,2021-12-20 22:10:41,16.8634,-99.8901,85.82,70,40,8.05
316,Buckeye,US,2021-12-20 22:06:20,33.3703,-112.5838,73.85,25,6,11.5
317,Zabol,AF,2021-12-20 22:11:17,32.25,67.25,39.09,37,0,6.04
318,Vila Do Maio,CV,2021-12-20 22:11:18,15.1333,-23.2167,72.39,70,100,12.64
319,Bredasdorp,ZA,2021-12-20 22:11:18,-34.5322,20.0403,68.29,84,90,15.9
320,Jucurutu,BR,2021-12-20 22:11:18,-6.0339,-37.0203,87.1,53,78,11.52
321,Komsomolskiy,UZ,2021-12-20 22:11:18,40.4272,71.7189,31.42,83,27,3.13
322,Riyadh,SA,2021-12-20 22:07:41,24.6877,46.7219,69.94,39,61,9.44
323,Rosarito,MX,2021-12-20 22:11:19,32.3333,-117.0333,74.68,44,77,5.88
324,Nizhniy Ufaley,RU,2021-12-20 22:11:20,55.9153,59.9842,24.03,88,100,6.38
325,Netolice,CZ,2021-12-20 22:11:20,49.0493,14.197,32.45,89,95,3.67
326,Kailahun,SL,2021-12-20 22:11:20,8.2833,-10.5667,71.44,46,13,0.34
327,Monrovia,LR,2021-12-20 22:11:22,6.3005,-10.7969,80.78,83,24,9.17
328,Quincy,US,2021-12-20 22:10:19,42.2529,-71.0023,32.95,54,20,1.99
329,Powell,US,2021-12-20 22:11:23,40.1578,-83.0752,40.17,71,1,3.0
330,Kahului,US,2021-12-20 22:10:11,20.8947,-156.47,80.62,73,20,18.41
331,Port Keats,AU,2021-12-20 22:11:23,-14.25,129.55,81.5,76,100,7.67
332,Urdoma,RU,2021-12-20 22:11:24,61.7533,48.5442,-3.15,96,100,7.58
333,Torit,SS,2021-12-20 22:10:14,4.4133,32.5678,77.67,61,98,1.01
334,Coihaique,CL,2021-12-20 22:11:24,-45.5752,-72.0662,71.55,24,0,9.22
335,Muros,ES,2021-12-20 22:11:25,42.7762,-9.0603,59.85,90,100,8.7
336,Cherskiy,RU,2021-12-20 22:11:25,68.75,161.3,-13.45,97,100,23.22
337,Perevolotskiy,RU,2021-12-20 22:11:25,51.8763,54.1938,29.77,96,100,12.86
338,La Mana,EC,2021-12-20 22:11:26,-0.9333,-79.2167,87.89,93,100,0.29
339,Minturno,IT,2021-12-20 22:11:26,41.2576,13.7237,50.63,72,3,5.88
340,Bria,CF,2021-12-20 22:11:28,6.5423,21.9863,75.04,39,77,4.36
341,Kovernino,RU,2021-12-20 22:11:28,57.1253,43.8142,11.68,94,100,7.43
342,Grand Gaube,MU,2021-12-20 22:11:30,-20.0064,57.6608,76.37,75,66,1.99
343,Quelimane,MZ,2021-12-20 22:11:30,-17.8786,36.8883,76.95,83,75,2.3
344,Vao,NC,2021-12-20 22:11:31,-22.6667,167.4833,76.57,86,82,9.15
345,Kungurtug,RU,2021-12-20 22:11:31,50.5994,97.5228,16.41,97,100,1.72
346,Rudnogorsk,RU,2021-12-20 22:11:32,57.2639,103.7519,-36.9,99,10,2.39
347,Capao Da Canoa,BR,2021-12-20 22:11:33,-29.7456,-50.0097,73.4,83,46,6.91
348,Salekhard,RU,2021-12-20 22:11:33,66.53,66.6019,-21.86,90,100,14.88
349,Rocha,UY,2021-12-20 22:11:33,-34.4833,-54.3333,72.12,72,0,10.31
350,San Quintin,MX,2021-12-20 22:11:34,30.4833,-115.95,65.5,43,88,10.8
351,Quang Ngai,VN,2021-12-20 22:11:35,15.1167,108.8,67.48,89,62,3.38
352,Tasiilaq,GL,2021-12-20 22:11:36,65.6145,-37.6368,37.56,67,94,8.57
353,Tessalit,ML,2021-12-20 22:08:18,20.1986,1.0114,67.96,21,67,11.88
354,Nijar,ES,2021-12-20 22:11:38,36.9665,-2.206,50.65,87,0,2.3
355,Gornozavodsk,RU,2021-12-20 22:11:38,58.3758,58.3211,6.84,95,100,10.49
356,Celestun,MX,2021-12-20 22:11:39,20.8667,-90.4,79.09,76,29,11.72
357,Goderich,CA,2021-12-20 22:11:39,43.7501,-81.7165,37.9,70,99,23.82
358,Port Moresby,PG,2021-12-20 22:12:40,-9.4431,147.1797,78.82,81,89,1.86
359,Cidreira,BR,2021-12-20 22:12:40,-30.1811,-50.2056,73.72,81,44,8.03
360,Shenjiamen,CN,2021-12-20 22:12:40,29.9576,122.298,53.94,69,100,5.82
361,Dubai,AE,2021-12-20 22:10:59,25.2582,55.3047,69.73,73,0,2.3
362,Muisne,EC,2021-12-20 22:12:41,0.6,-80.0333,78.91,89,100,11.32
363,Ostrogozhsk,RU,2021-12-20 22:12:41,50.8664,39.0756,20.7,85,19,5.68
364,Necochea,AR,2021-12-20 22:12:42,-38.5473,-58.7368,66.04,73,31,17.2
365,Abu Dhabi,AE,2021-12-20 22:11:52,24.4667,54.3667,68.97,70,0,3.44
366,Vanimo,PG,2021-12-20 22:12:42,-2.6741,141.3028,77.47,92,100,7.65
367,Baykit,RU,2021-12-20 22:12:42,61.67,96.37,-28.19,99,21,0.98
368,Lebu,CL,2021-12-20 22:12:43,-37.6167,-73.65,59.05,75,2,20.29
369,Carndonagh,IE,2021-12-20 22:12:44,55.25,-7.2667,31.62,86,78,8.28
370,Keelung,TW,2021-12-20 22:12:44,25.1283,121.7419,66.85,88,100,5.08
371,Ritchie,ZA,2021-12-20 22:12:44,-29.038,24.6028,70.47,60,95,7.99
372,Vestmannaeyjar,IS,2021-12-20 22:12:45,63.4427,-20.2734,39.88,80,17,7.45
373,Finschhafen,PG,2021-12-20 22:12:45,-6.6024,147.8681,75.56,88,100,2.91
374,Krasnovishersk,RU,2021-12-20 22:12:45,60.4078,57.082,5.65,95,100,7.72
375,Verkhoyansk,RU,2021-12-20 22:12:47,67.5447,133.385,-42.92,96,99,3.29
376,Imeni Babushkina,RU,2021-12-20 22:12:47,59.7573,43.1285,4.14,93,100,8.5
377,Gallup,US,2021-12-20 22:12:48,35.5281,-108.7426,54.36,15,1,4.61
378,Souillac,MU,2021-12-20 22:12:48,-20.5167,57.5167,76.35,80,83,5.68
379,Marihatag,PH,2021-12-20 22:12:49,8.7936,126.2969,77.88,85,100,4.43
380,Shingu,JP,2021-12-20 22:12:50,33.7333,135.9833,41.92,79,74,5.99
381,San Cristobal,VE,2021-12-20 22:12:50,7.7669,-72.225,75.38,75,92,0.45
382,Markova,UA,2021-12-20 22:12:51,48.6758,24.4138,16.57,90,94,11.72
383,Mugur-Aksy,RU,2021-12-20 22:12:51,50.35,90.5,5.86,86,73,6.98
384,Havelock,US,2021-12-20 22:12:52,34.8791,-76.9013,46.94,78,20,1.01
385,Opuwo,NA,2021-12-20 22:12:52,-18.0607,13.84,74.16,34,5,5.53
386,Roald,NO,2021-12-20 22:12:53,62.5833,6.1333,36.0,93,75,6.91
387,Makakilo City,US,2021-12-20 22:10:41,21.3469,-158.0858,79.12,54,1,10.36
388,Moussoro,TD,2021-12-20 22:12:53,13.6408,16.4901,68.79,19,5,16.46
389,Esperance,AU,2021-12-20 22:12:54,-33.8667,121.9,57.04,75,15,6.42
390,Abha,SA,2021-12-20 22:12:54,18.2164,42.5053,53.85,88,0,8.05
391,Kulhudhuffushi,MV,2021-12-20 22:12:54,6.6221,73.07,81.16,76,9,8.99
392,Viseu,PT,2021-12-20 22:12:55,40.661,-7.9097,51.89,97,100,3.06
393,Balabac,PH,2021-12-20 22:12:56,7.9868,117.0645,80.8,82,100,6.02
394,Lodja,CD,2021-12-20 22:12:57,-3.4833,23.4333,72.12,89,97,0.89
395,Adiake,CI,2021-12-20 22:12:57,5.2863,-3.304,81.99,76,49,7.29
396,Anloga,GH,2021-12-20 22:12:57,5.7947,0.8973,81.95,63,14,8.28
397,Gat,IL,2021-12-20 22:12:58,31.61,34.7642,52.09,100,98,19.57
398,Mastic Beach,US,2021-12-20 22:12:58,40.7668,-72.8521,35.15,62,6,3.0
399,Port-Gentil,GA,2021-12-20 22:12:58,-0.7193,8.7815,81.23,77,88,5.77
400,Ixtapa,MX,2021-12-20 22:12:59,20.7,-105.2,80.22,69,75,8.05
401,Pervomayskiy,RU,2021-12-20 22:12:59,53.2485,40.2871,11.12,95,93,8.46
402,Windhoek,NA,2021-12-20 22:12:58,-22.5594,17.0832,71.11,53,8,1.01
403,Dinguiraye,GN,2021-12-20 22:14:01,11.3,-10.7167,73.0,20,3,3.31
404,Lupiro,TZ,2021-12-20 22:14:01,-8.3833,36.6667,74.64,85,44,5.53
405,Pacifica,US,2021-12-20 22:11:47,37.6138,-122.4869,58.41,72,75,1.99
406,Valparaiso,CL,2021-12-20 22:14:02,-33.0393,-71.6273,68.23,71,0,6.91
407,Amapa,BR,2021-12-20 22:13:15,1.0,-52.0,76.12,90,100,2.53
408,Kolaras,IN,2021-12-20 22:14:03,25.2333,77.6,51.15,26,0,1.79
409,Bathsheba,BB,2021-12-20 22:14:04,13.2167,-59.5167,79.41,69,20,16.11
410,Gaozhou,CN,2021-12-20 22:14:05,21.9392,110.8461,57.45,89,100,7.4
411,Kanigoro,ID,2021-12-20 22:14:05,-8.13,112.219,73.78,95,100,4.0
412,Tuatapere,NZ,2021-12-20 22:14:05,-46.1333,167.6833,59.83,79,96,15.41
413,Takoradi,GH,2021-12-20 22:14:06,4.8845,-1.7554,80.4,77,58,7.52
414,San Pedro,PH,2021-12-20 22:10:41,14.35,121.0167,76.32,90,29,5.79
415,Alice Springs,AU,2021-12-20 22:14:07,-23.7,133.8833,78.35,25,40,1.14
416,Buchanan,LR,2021-12-20 22:14:08,5.8808,-10.0467,80.62,83,34,7.65
417,Namtsy,RU,2021-12-20 22:14:09,62.7161,129.6658,-54.29,100,72,0.65
418,Merrill,US,2021-12-20 22:14:09,45.1805,-89.6835,28.58,50,1,11.5
419,Yuzhne,UA,2021-12-20 22:14:10,46.6221,31.1013,34.02,75,31,18.77
420,Jiwani,PK,2021-12-20 22:14:10,25.05,61.7417,72.99,76,80,10.98
421,Gondar,ET,2021-12-20 22:14:10,12.6,37.4667,57.54,79,72,3.69
422,Majene,ID,2021-12-20 22:14:11,-3.5403,118.9707,76.71,85,100,6.38
423,Sioux Lookout,CA,2021-12-20 22:14:11,50.1001,-91.917,0.95,88,100,10.69
424,Shache,CN,2021-12-20 22:14:11,38.4167,77.2406,30.7,43,100,3.29
425,Kushima,JP,2021-12-20 22:14:12,31.4583,131.2333,45.12,78,100,3.87
426,Xuddur,SO,2021-12-20 22:14:12,4.1213,43.8894,78.24,64,94,12.91
427,Raga,SS,2021-12-20 22:14:13,8.4596,25.678,73.02,26,67,3.56
428,Nishihara,JP,2021-12-20 22:11:11,26.1842,127.7558,63.68,64,75,4.61
429,Wanning,CN,2021-12-20 22:14:13,18.8003,110.3967,65.17,89,89,7.83
430,Catamarca,AR,2021-12-20 22:14:13,-28.4696,-65.7852,95.77,32,99,4.0
431,Ciudad Bolivar,VE,2021-12-20 22:14:14,8.1222,-63.5497,81.52,72,95,11.68
432,Sidi Ali,DZ,2021-12-20 22:14:14,36.0998,0.4206,54.36,73,93,3.71
433,Saint-Pierre,RE,2021-12-20 22:14:15,-21.3393,55.4781,76.68,82,0,6.91
434,Teknaf,BD,2021-12-20 22:14:15,20.8624,92.3058,61.81,74,0,8.55
435,Reitz,ZA,2021-12-20 22:14:18,-27.8014,28.4273,56.37,82,30,6.73
436,El Mante,MX,2021-12-20 22:14:19,22.7333,-98.9667,72.36,57,48,4.54
437,Praia Da Vitoria,PT,2021-12-20 22:14:19,38.7333,-27.0667,60.76,86,41,19.48
438,Kibala,TD,2021-12-20 22:14:20,9.1104,18.3463,78.62,28,19,5.21
439,Livadiya,RU,2021-12-20 22:14:20,42.8692,132.6764,29.21,66,22,14.45
440,Denpasar,ID,2021-12-20 22:11:09,-8.65,115.2167,78.46,94,40,3.44
441,Meiringen,CH,2021-12-20 22:14:21,46.7268,8.184,32.14,56,75,1.99
442,Tabas,IR,2021-12-20 22:14:22,33.5959,56.9244,59.5,51,98,4.23
443,Bihariganj,IN,2021-12-20 22:14:22,25.7333,86.9833,54.84,58,5,7.63
444,Ekhabi,RU,2021-12-20 22:14:23,53.5102,142.9671,-1.71,88,98,4.99
445,Winneba,GH,2021-12-20 22:14:23,5.3511,-0.6231,79.63,75,10,7.02
446,Ahipara,NZ,2021-12-20 22:14:23,-35.1667,173.1667,69.76,63,100,4.65
447,Ati,TD,2021-12-20 22:14:24,13.2154,18.3353,72.5,19,1,16.51
448,Viedma,AR,2021-12-20 22:14:24,-40.8135,-62.9967,73.62,46,96,16.42
449,Whitehorse,CA,2021-12-20 22:15:25,60.7161,-135.0538,2.17,85,90,4.61
450,Laguna,US,2021-12-20 22:15:25,38.421,-121.4238,54.95,84,75,1.01
451,Yaan,NG,2021-12-20 22:15:25,7.3833,8.5667,79.3,22,4,7.11
452,Barabai,ID,2021-12-20 22:15:25,-2.5833,115.3833,72.93,98,100,0.65
453,Asau,RO,2021-12-20 22:15:26,46.4333,26.4,30.76,87,77,4.92
454,Vanersborg,SE,2021-12-20 22:15:26,58.3807,12.3234,25.74,93,90,1.14
455,Abbeville,FR,2021-12-20 22:15:27,50.1,1.8333,42.49,72,93,6.06
456,Maraa,BR,2021-12-20 22:15:29,-1.8333,-65.3667,77.63,96,100,2.93
457,Nantucket,US,2021-12-20 22:15:26,41.2835,-70.0995,33.1,76,35,7.23
458,Polson,US,2021-12-20 22:15:29,47.6936,-114.1632,26.6,93,100,1.39
459,Matara,LK,2021-12-20 22:15:29,5.9485,80.5353,75.04,92,58,4.85
460,Bull Savanna,JM,2021-12-20 22:15:30,17.8868,-77.5902,78.03,68,2,8.32
461,Shetpe,KZ,2021-12-20 22:15:30,44.1667,52.1167,44.71,88,4,17.47
462,Codrington,AU,2021-12-20 22:15:30,-38.2667,141.9667,63.28,63,100,12.59
463,Dongsheng,CN,2021-12-20 22:15:31,39.8161,109.9776,23.13,39,0,8.3
464,Mana,GF,2021-12-20 22:15:31,5.6592,-53.7767,78.66,88,100,7.11
465,Pampierstad,ZA,2021-12-20 22:15:32,-27.7832,24.6877,73.38,51,100,1.34
466,Burns Lake,CA,2021-12-20 22:14:15,54.2331,-125.7533,11.75,77,45,2.26
467,Boone,US,2021-12-20 22:15:33,39.0334,-92.3335,52.65,73,0,1.99
468,Manitouwadge,CA,2021-12-20 22:15:33,49.1215,-85.8403,11.12,81,100,10.65
469,Vuktyl,RU,2021-12-20 22:15:33,63.8567,57.3094,-4.99,78,100,8.95
470,Tura,IN,2021-12-20 22:15:34,25.5198,90.2201,55.78,68,2,4.59
471,Jacmel,HT,2021-12-20 22:15:34,18.2342,-72.5347,82.24,72,9,2.1
472,Fort Nelson,CA,2021-12-20 22:15:05,58.8053,-122.7002,8.29,91,100,1.81
473,Los Llanos De Aridane,ES,2021-12-20 22:15:35,28.6585,-17.9182,64.15,93,0,3.0
474,Dodge City,US,2021-12-20 22:15:36,37.7528,-100.0171,53.64,41,1,10.0
475,Amuntai,ID,2021-12-20 22:15:36,-2.4177,115.2494,72.61,99,100,0.89
476,Niihama,JP,2021-12-20 22:15:36,33.9593,133.3167,49.41,69,80,9.48
477,Bolshevik,BY,2021-12-20 22:15:37,54.0065,27.5692,13.62,76,99,13.49
478,Ludvika,SE,2021-12-20 22:15:37,60.1496,15.1878,20.03,82,88,2.26
479,Avrameni,RO,2021-12-20 22:15:38,48.0167,26.95,32.25,70,44,16.28
480,Bereda,ES,2021-12-20 22:15:38,43.2686,-7.5406,53.35,90,98,1.79
481,Ust-Nera,RU,2021-12-20 22:15:38,64.5667,143.2,-41.73,100,87,1.57
482,Alekseyevsk,RU,2021-12-20 22:15:38,57.8406,108.3492,-50.12,100,60,0.58
483,Bacolod,PH,2021-12-20 22:15:39,10.6667,122.95,75.87,86,93,7.47
484,Zhanaozen,KZ,2021-12-20 22:15:39,43.3,52.8,45.7,81,0,15.52
485,Oranjestad,AW,2021-12-20 22:15:40,12.524,-70.027,80.91,80,40,4.0
486,Pacific Grove,US,2021-12-20 22:15:40,36.6177,-121.9166,58.08,64,100,7.0
487,Bon Air,US,2021-12-20 22:13:10,37.5249,-77.5578,38.86,64,1,9.22
488,Shitanjing,CN,2021-12-20 22:15:41,39.2342,106.3439,32.63,15,0,8.79
489,Galle,LK,2021-12-20 22:15:41,6.0367,80.217,77.77,85,47,3.06
490,Saint-Augustin,CA,2021-12-20 22:15:42,51.226,-58.6502,7.36,75,0,12.41
491,Zhicheng,CN,2021-12-20 22:15:42,30.2956,111.5047,49.64,70,0,3.29
492,Salalah,OM,2021-12-20 22:15:43,17.0151,54.0924,75.29,73,40,5.75
493,Nelson Bay,AU,2021-12-20 22:15:43,-32.7167,152.15,85.28,79,0,6.22
494,Gandevi,IN,2021-12-20 22:15:43,20.8167,72.9833,63.88,38,1,6.55
495,Thohoyandou,ZA,2021-12-20 22:16:43,-22.9456,30.485,65.32,81,97,1.07
496,The Valley,AI,2021-12-20 22:16:44,18.217,-63.0578,79.11,73,40,8.05
497,Belfast,GB,2021-12-20 22:14:43,54.5833,-5.9333,45.12,78,90,4.61
498,Tabuk,PH,2021-12-20 22:16:44,17.4189,121.4443,70.9,95,77,3.76
499,Ulladulla,AU,2021-12-20 22:16:45,-35.35,150.4667,74.77,53,18,2.8
500,Yelan,RU,2021-12-20 22:16:45,50.949,43.7378,22.93,94,22,6.31
501,Paita,PE,2021-12-20 22:16:45,-5.0892,-81.1144,75.76,75,80,12.46
502,Sunrise Manor,US,2021-12-20 22:16:46,36.2111,-115.0731,58.19,28,20,8.05
503,Olafsvik,IS,2021-12-20 22:16:47,64.8945,-23.7142,40.89,83,91,6.04
504,Lewistown,US,2021-12-20 22:16:47,40.5992,-77.5714,37.26,81,1,0.0
505,Marsh Harbour,BS,2021-12-20 22:16:47,26.5412,-77.0636,76.3,76,48,2.95
506,Andra,RU,2021-12-20 22:16:48,62.5147,65.8878,-3.42,98,100,8.16
507,Kalabo,ZM,2021-12-20 22:16:48,-14.97,22.6814,68.92,86,74,4.56
508,Scottsbluff,US,2021-12-20 22:16:48,41.8666,-103.6672,36.03,69,90,12.66
509,Pangnirtung,CA,2021-12-20 22:16:49,66.1451,-65.7125,6.8,85,90,12.66
510,Lavumisa,SZ,2021-12-20 22:16:49,-27.31,31.892,68.25,89,92,1.95
511,Bajil,YE,2021-12-20 22:16:49,15.0584,43.2851,76.71,72,6,3.56
512,Funadhoo,MV,2021-12-20 22:16:50,6.15,73.2667,80.51,79,9,11.05
513,Fortuna,US,2021-12-20 22:12:44,40.5982,-124.1573,60.66,67,40,5.01
514,Berezovyy,RU,2021-12-20 22:12:15,51.6667,135.7,-3.78,98,100,3.2
515,Biak,ID,2021-12-20 22:16:51,-0.9131,122.8766,76.87,79,100,3.36
516,Tieli,CN,2021-12-20 22:16:51,46.95,128.05,-6.5,96,100,10.98
517,Berlevag,NO,2021-12-20 22:16:52,70.8578,29.0864,24.75,80,75,4.61
518,Jumla,NP,2021-12-20 22:15:04,29.2747,82.1838,32.74,41,19,4.83
519,Haines Junction,CA,2021-12-20 22:16:54,60.7522,-137.5108,-2.25,78,100,1.14
520,Hervey Bay,AU,2021-12-20 22:16:58,-25.2986,152.8535,82.04,65,65,3.69
521,Verkh-Usugli,RU,2021-12-20 22:16:58,52.7,115.1667,-21.44,91,3,2.64
522,Srednekolymsk,RU,2021-12-20 22:16:58,67.45,153.6833,-18.89,98,100,19.69
523,Broome,US,2021-12-20 22:16:59,42.2506,-75.833,33.84,65,1,3.0
524,Turukhansk,RU,2021-12-20 22:16:59,65.8167,87.9833,-34.71,95,16,3.13
525,Taua,BR,2021-12-20 22:17:00,-5.9667,-40.3,90.14,33,86,8.46
526,Ruthin,GB,2021-12-20 22:17:00,53.1137,-3.3178,40.91,91,93,1.01
527,Los Algarrobos,PA,2021-12-20 22:17:01,8.5,-82.4333,83.46,78,40,10.36
528,Sangueya,GN,2021-12-20 22:17:01,10.7,-14.3667,76.17,69,57,2.44
529,San Rafael,AR,2021-12-20 22:17:01,-34.6177,-68.3301,92.41,30,0,8.37
530,Roebourne,AU,2021-12-20 22:17:03,-20.7833,117.1333,85.96,53,41,6.82
531,North Bend,US,2021-12-20 22:17:03,43.4065,-124.2243,52.92,100,90,3.44
532,Coquimbo,CL,2021-12-20 22:17:04,-29.9533,-71.3436,62.33,82,75,10.36
533,Conroe,US,2021-12-20 22:14:08,30.3119,-95.456,57.7,75,40,0.0
534,Alyangula,AU,2021-12-20 22:17:05,-13.8483,136.4192,83.88,68,99,4.56
535,Cap Malheureux,MU,2021-12-20 22:17:05,-19.9842,57.6142,77.49,74,64,1.01
536,Ondjiva,AO,2021-12-20 22:17:05,-17.0667,15.7333,79.81,42,58,11.1
537,Chicama,PE,2021-12-20 22:17:06,-7.8447,-79.1469,66.74,67,86,9.01
538,Mariental,NA,2021-12-20 22:17:06,-24.6333,17.9667,75.38,45,60,11.18
539,Sawakin,SD,2021-12-20 22:17:06,19.1059,37.3321,74.89,69,100,18.54
540,Chukhloma,RU,2021-12-20 22:17:07,58.7525,42.6825,6.96,93,100,8.48
541,Kilimatinde,TZ,2021-12-20 22:18:07,-5.85,34.95,68.54,83,80,3.29
